#group,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
#datatype,string,long,dateTime:RFC3339,string,string,double,double,double,double
#default,_result,,,,,,,,
,result,table,_time,device,location,altitude,humidity,pressure,temperature
,,1,2025-04-30T14:08:56.8729393Z,esp32,Outside,94.45391,52.71875,1011.597,25.52
,,1,2025-04-30T14:09:58.422386Z,esp32,Outside,94.53104,52.7959,1011.588,25.49
,,1,2025-04-30T14:10:59.9392559Z,esp32,Outside,94.8228,52.7832,1011.553,25.47
,,1,2025-04-30T14:12:01.6293682Z,esp32,Outside,94.39861,52.7373,1011.604,25.47
,,1,2025-04-30T14:13:03.0778714Z,esp32,Outside,94.79032,52.74609,1011.557,25.45
,,1,2025-04-30T14:14:04.6303294Z,esp32,Outside,95.05418,52.66504,1011.525,25.45
,,1,2025-04-30T14:15:06.384313Z,esp32,Outside,94.59801,52.6543,1011.58,25.45
,,1,2025-04-30T14:16:07.9406205Z,esp32,Outside,94.16622,52.6123,1011.632,25.39
,,1,2025-04-30T14:17:09.5950559Z,esp32,Outside,93.9993,52.48047,1011.652,25.25
,,1,2025-04-30T14:18:11.0435007Z,esp32,Outside,93.69691,52.35059,1011.688,25.12
,,1,2025-04-30T15:56:37.0818242Z,esp32,Outside,89.07691,36.23633,1012.244,30.24
,,1,2025-04-30T15:57:38.5208439Z,esp32,Outside,88.53075,23.69922,1012.309,38.79
,,1,2025-04-30T15:58:40.0731544Z,esp32,Outside,89.77069,,1012.16,44.78
,,1,2025-04-30T15:59:41.6090501Z,esp32,Outside,90.06333,,1012.125,48.38
,,1,2025-04-30T16:00:43.0518066Z,esp32,Outside,90.33163,,1012.093,49.93
,,1,2025-04-30T16:01:44.3866324Z,esp32,Outside,90.17542,,1012.112,50.76
,,1,2025-04-30T16:02:45.8858661Z,esp32,Outside,90.99152,,1012.014,44.46
,,1,2025-04-30T16:03:47.3772323Z,esp32,Outside,90.67248,22.94141,1012.052,38.45
,,1,2025-04-30T16:04:49.0194537Z,esp32,Outside,90.17542,28.10645,1012.112,34.49
,,1,2025-04-30T16:05:50.6252545Z,esp32,Outside,90.534,39.94336,1012.069,33.1
,,1,2025-04-30T16:06:52.31065Z,esp32,Outside,90.10137,41.8457,1012.121,32.32
,,1,2025-04-30T16:07:53.8541231Z,esp32,Outside,90.52995,36.9043,1012.069,31.12
,,1,2025-04-30T16:08:55.2955383Z,esp32,Outside,90.48734,38.3623,1012.074,30.36
,,1,2025-04-30T17:11:56.0354455Z,esp32,Outside,90.7308,42.10254,1012.045,25.04
,,1,2025-04-30T17:12:57.476381Z,esp32,Outside,90.11658,42.04492,1012.119,25.04
,,1,2025-04-30T17:13:58.9202027Z,esp32,Outside,90.18709,42.13477,1012.11,25.02
,,1,2025-04-30T17:15:00.4579951Z,esp32,Outside,89.91422,41.9375,1012.143,25.01
,,1,2025-04-30T17:16:01.900519Z,esp32,Outside,89.63123,42.11133,1012.177,25.01
,,1,2025-04-30T19:22:48.1690151Z,esp32,Outside,87.4892,33.76367,1012.435,25.95
,,1,2025-04-30T19:23:49.6120275Z,esp32,Outside,87.51405,34.71973,1012.432,25.57
,,1,2025-04-30T19:24:51.1584264Z,esp32,Outside,87.54447,34.50195,1012.428,25.3
,,1,2025-04-30T19:25:52.7893478Z,esp32,Outside,87.24277,35.14648,1012.464,25.12
,,1,2025-04-30T22:44:33.948346Z,esp32,Outside,81.44685,36.65137,1013.162,25.01
,,1,2025-04-30T22:45:35.5172495Z,esp32,Outside,81.35664,36.34961,1013.172,25.13
,,1,2025-04-30T22:46:37.0257521Z,esp32,Outside,81.40327,36.24414,1013.167,25.26
,,1,2025-04-30T22:47:38.5021186Z,esp32,Outside,81.13114,36.24219,1013.2,25.38
,,1,2025-04-30T22:48:40.0418235Z,esp32,Outside,81.0227,35.9502,1013.213,25.48
,,1,2025-04-30T22:49:41.2775011Z,esp32,Outside,80.55651,35.90137,1013.269,25.6
,,1,2025-04-30T22:50:42.8200648Z,esp32,Outside,80.86713,35.65234,1013.231,25.68
,,1,2025-04-30T22:51:44.2591807Z,esp32,Outside,81.02068,35.68262,1013.213,25.76
,,1,2025-04-30T22:52:45.9322125Z,esp32,Outside,80.87575,35.6084,1013.23,25.84
,,1,2025-04-30T22:53:47.4487108Z,esp32,Outside,80.79214,35.6377,1013.24,25.92
,,1,2025-04-30T22:54:49.0902248Z,esp32,Outside,80.60211,35.49316,1013.263,26
,,1,2025-04-30T22:55:50.8223516Z,esp32,Outside,80.79264,36.03418,1013.24,26.1
,,1,2025-04-30T22:56:52.4825945Z,esp32,Outside,80.65582,35.81152,1013.257,26.21
,,1,2025-04-30T22:57:53.9942427Z,esp32,Outside,80.66241,30.71973,1013.256,26.2
,,1,2025-04-30T22:58:55.3331223Z,esp32,Outside,80.39385,31.48535,1013.288,26.02
,,1,2025-04-30T22:59:56.8897375Z,esp32,Outside,80.40044,32.00684,1013.287,26.01
,,1,2025-04-30T23:00:58.4262003Z,esp32,Outside,80.61275,28.0498,1013.262,26.19
,,1,2025-04-30T23:01:59.9912979Z,esp32,Outside,80.20384,28.65137,1013.311,26.14
,,1,2025-04-30T23:03:01.5326268Z,esp32,Outside,79.68296,30.04688,1013.374,26.01
,,1,2025-04-30T23:04:03.072952Z,esp32,Outside,79.57403,31.2998,1013.387,26.02
,,1,2025-04-30T23:05:04.7208271Z,esp32,Outside,79.60798,32.33301,1013.383,26.04
,,1,2025-04-30T23:06:06.568841Z,esp32,Outside,79.90691,32.32813,1013.347,26.13
,,1,2025-04-30T23:07:08.1090955Z,esp32,Outside,79.7468,32.55176,1013.366,26.17
,,1,2025-04-30T23:08:09.6567091Z,esp32,Outside,79.53147,32.68262,1013.392,26.23
,,1,2025-04-30T23:09:11.0922147Z,esp32,Outside,79.32475,32.83984,1013.417,26.31
,,1,2025-04-30T23:10:12.5313508Z,esp32,Outside,79.10081,32.91504,1013.444,26.38
,,1,2025-04-30T23:11:14.0845136Z,esp32,Outside,79.30701,32.87109,1013.419,26.42
,,1,2025-04-30T23:12:15.7207557Z,esp32,Outside,79.19606,29.13867,1013.432,26.33
,,1,2025-04-30T23:13:17.3644137Z,esp32,Outside,79.06028,29.31836,1013.449,26.04
,,1,2025-04-30T23:14:18.9070019Z,esp32,Outside,78.83837,31.37793,1013.475,25.97
,,1,2025-04-30T23:15:20.4497352Z,esp32,Outside,78.67321,31.13672,1013.495,26.01
,,1,2025-04-30T23:16:21.9974134Z,esp32,Outside,78.44421,31.44238,1013.523,26.08
,,1,2025-04-30T23:17:23.4424893Z,esp32,Outside,78.06578,31.75391,1013.568,26.21
,,1,2025-04-30T23:18:24.8869443Z,esp32,Outside,78.56783,31.75195,1013.508,26.35
,,1,2025-04-30T23:19:26.4360109Z,esp32,Outside,78.45789,31.98047,1013.521,26.46
,,1,2025-04-30T23:20:27.9847696Z,esp32,Outside,78.59772,32.11328,1013.504,26.53
,,1,2025-04-30T23:21:29.5339318Z,esp32,Outside,78.52325,32.07324,1013.513,26.63
,,1,2025-04-30T23:22:30.9795633Z,esp32,Outside,78.26943,32.21875,1013.544,26.72
,,1,2025-04-30T23:23:32.4259552Z,esp32,Outside,78.33985,32.30566,1013.535,26.79
,,1,2025-04-30T23:24:33.9779797Z,esp32,Outside,78.62103,32.2998,1013.502,26.86
,,1,2025-04-30T23:25:35.4210827Z,esp32,Outside,78.37886,32.26953,1013.531,26.93
,,1,2025-04-30T23:26:36.8666077Z,esp32,Outside,77.96497,33.13379,1013.581,26.99
,,1,2025-04-30T23:27:38.4126284Z,esp32,Outside,78.61089,33.30859,1013.503,27.17
,,1,2025-04-30T23:28:39.9388823Z,esp32,Outside,78.34391,33.15723,1013.535,27.64
,,1,2025-04-30T23:29:41.5116387Z,esp32,Outside,78.3358,32.64258,1013.536,27.75
,,1,2025-04-30T23:30:42.9556085Z,esp32,Outside,78.39812,32.6084,1013.528,27.76
,,1,2025-04-30T23:31:44.5024444Z,esp32,Outside,78.05869,32.89746,1013.569,27.73
,,1,2025-04-30T23:32:45.9487307Z,esp32,Outside,78.03437,33.26563,1013.572,27.69
,,1,2025-04-30T23:33:47.4975422Z,esp32,Outside,77.8064,33.16895,1013.6,27.64
,,1,2025-04-30T23:34:49.0419699Z,esp32,Outside,77.6671,33.71191,1013.616,27.59
,,1,2025-04-30T23:35:52.7397553Z,esp32,Outside,77.10126,33.56836,1013.685,27.54
,,1,2025-04-30T23:36:54.4314948Z,esp32,Outside,77.36214,34.06641,1013.653,27.5
,,1,2025-04-30T23:37:56.0363227Z,esp32,Outside,77.41128,33.92383,1013.647,27.47
,,1,2025-04-30T23:38:57.5856797Z,esp32,Outside,77.04555,34.43457,1013.691,27.45
,,1,2025-04-30T23:39:59.0287074Z,esp32,Outside,77.24259,34.46777,1013.667,27.44
,,1,2025-04-30T23:41:00.6759138Z,esp32,Outside,77.09721,34.57129,1013.685,27.42
,,1,2025-04-30T23:42:02.3250021Z,esp32,Outside,77.00401,34.59375,1013.696,27.41
,,1,2025-04-30T23:43:03.7723623Z,esp32,Outside,76.61904,34.4502,1013.743,27.37
,,1,2025-04-30T23:44:05.196459Z,esp32,Outside,76.71174,33.86426,1013.731,27.3
,,1,2025-04-30T23:45:06.7601481Z,esp32,Outside,76.34856,34.13477,1013.775,27.19
,,1,2025-04-30T23:46:08.2051593Z,esp32,Outside,76.2888,33.86133,1013.782,27.09
,,1,2025-04-30T23:47:09.8559273Z,esp32,Outside,75.82687,34.14941,1013.838,26.91
,,1,2025-04-30T23:48:11.4000615Z,esp32,Outside,75.44954,33.76172,1013.883,26.69
,,1,2025-04-30T23:49:12.9501001Z,esp32,Outside,75.54475,33.85254,1013.872,26.51
,,1,2025-04-30T23:50:14.6986062Z,esp32,Outside,75.525,33.60938,1013.874,26.38
,,1,2025-04-30T23:51:16.2423545Z,esp32,Outside,75.36446,33.96094,1013.894,26.27
,,1,2025-04-30T23:52:17.672343Z,esp32,Outside,75.35027,34.04883,1013.895,26.19
,,1,2025-04-30T23:53:19.2320487Z,esp32,Outside,75.49512,33.78809,1013.878,26.12
,,1,2025-05-02T13:18:52.3308949Z,esp32,Outside,113.365,49.31445,1009.327,25.45
,,1,2025-05-02T13:19:53.8999037Z,esp32,Outside,113.4031,49.07227,1009.322,25.55
,,1,2025-05-02T13:20:55.4384199Z,esp32,Outside,113.0981,48.83398,1009.359,25.59
,,1,2025-05-02T13:22:00.5632915Z,esp32,Outside,30.71271,48.78711,1009.317,25.59
,,1,2025-05-02T13:23:02.2241657Z,esp32,Outside,30.5705,49.00586,1009.334,25.58
,,1,2025-05-02T13:24:03.5489897Z,esp32,Outside,30.4999,49.22168,1009.343,25.55
,,1,2025-05-02T13:25:04.9848123Z,esp32,Outside,30.72532,49.10254,1009.316,25.52
,,1,2025-05-02T13:26:06.3231804Z,esp32,Outside,30.56646,49.04102,1009.335,25.48
,,1,2025-05-02T13:27:07.7616826Z,esp32,Outside,30.28457,49.14063,1009.369,25.45
,,1,2025-05-02T13:28:09.2027232Z,esp32,Outside,30.2412,49.1377,1009.374,25.41
,,1,2025-05-02T13:29:11.1592249Z,esp32,Outside,30.50343,49.19043,1009.342,25.37
,,1,2025-05-02T13:30:12.6965972Z,esp32,Outside,30.43585,49.29102,1009.35,25.35
,,1,2025-05-02T13:31:13.9700657Z,esp32,Outside,30.77675,50.08398,1009.31,25.32
,,1,2025-05-02T13:32:15.5753921Z,esp32,Outside,30.79945,50.31348,1009.307,25.33
,,1,2025-05-02T13:33:17.1192521Z,esp32,Outside,31.05866,49.8877,1009.276,25.33
,,1,2025-05-02T13:34:18.557943Z,esp32,Outside,31.04605,49.79492,1009.277,25.32
,,1,2025-05-02T13:35:20.2473156Z,esp32,Outside,30.84635,49.67773,1009.301,25.29
,,1,2025-05-02T13:36:21.6862428Z,esp32,Outside,30.88064,49.69922,1009.297,25.29
,,1,2025-05-02T13:37:23.3267079Z,esp32,Outside,30.79894,49.74512,1009.307,25.27
,,1,2025-05-02T13:38:24.9351569Z,esp32,Outside,30.98402,49.78906,1009.285,25.26
,,1,2025-05-02T13:39:26.2702659Z,esp32,Outside,30.90737,49.83398,1009.294,25.26
,,1,2025-05-02T13:40:27.7088058Z,esp32,Outside,31.24526,49.95996,1009.254,25.25
,,1,2025-05-02T13:41:29.250632Z,esp32,Outside,31.17213,49.92578,1009.262,25.25
,,1,2025-05-02T13:42:30.6377784Z,esp32,Outside,30.76465,49.91309,1009.311,25.25
,,1,2025-05-02T13:43:32.1310587Z,esp32,Outside,30.57605,50.03906,1009.334,25.24
,,1,2025-05-02T13:44:33.6792318Z,esp32,Outside,30.34811,49.94824,1009.361,25.24
,,1,2025-05-02T13:45:34.9489717Z,esp32,Outside,30.72834,49.96973,1009.315,25.24
,,1,2025-05-02T13:46:36.4544615Z,esp32,Outside,30.43182,50.02832,1009.351,25.24
,,1,2025-05-02T13:47:37.6330606Z,esp32,Outside,31.22206,50.07324,1009.256,25.23
,,1,2025-05-02T13:48:39.2285125Z,esp32,Outside,31.1096,49.94727,1009.27,25.24
,,1,2025-05-02T13:49:40.8113766Z,esp32,Outside,30.94368,50.09668,1009.29,25.24
,,1,2025-05-02T13:50:42.4157847Z,esp32,Outside,30.87711,50.13184,1009.298,25.24
,,1,2025-05-02T13:51:43.751686Z,esp32,Outside,30.97999,50.02832,1009.285,25.24
,,1,2025-05-02T13:52:45.397091Z,esp32,Outside,31.04051,50.18848,1009.278,25.23
,,1,2025-05-02T13:53:46.8354147Z,esp32,Outside,30.87459,50.28125,1009.298,25.24
,,1,2025-05-02T13:54:48.3278971Z,esp32,Outside,30.67186,50.27051,1009.322,25.24
,,1,2025-05-02T13:55:50.0254506Z,esp32,Outside,30.64211,50.18945,1009.326,25.24
,,1,2025-05-02T13:56:51.6706941Z,esp32,Outside,30.81861,50.22559,1009.305,25.25
,,1,2025-05-02T13:57:52.9564514Z,esp32,Outside,30.55739,50.22656,1009.336,25.26
,,1,2025-05-02T13:58:54.5495631Z,esp32,Outside,30.75457,50.21484,1009.312,25.27
,,1,2025-05-02T13:59:56.1925648Z,esp32,Outside,30.27499,50.19336,1009.37,25.28
,,1,2025-05-02T14:00:57.7381777Z,esp32,Outside,29.93763,50.1709,1009.41,25.28
,,1,2025-05-02T14:01:59.0722313Z,esp32,Outside,30.08236,50.16113,1009.393,25.29
,,1,2025-05-02T14:03:00.6154042Z,esp32,Outside,30.22204,50.09277,1009.376,25.3
,,1,2025-05-02T14:04:02.4631847Z,esp32,Outside,30.24675,50.13965,1009.373,25.31
,,1,2025-05-02T14:05:04.20924Z,esp32,Outside,29.85141,50.12988,1009.42,25.32
,,1,2025-05-02T14:06:05.7522043Z,esp32,Outside,30.0405,50.13086,1009.398,25.34
,,1,2025-05-02T14:07:07.3974067Z,esp32,Outside,30.30877,50.15625,1009.366,25.35
,,1,2025-05-02T14:08:08.8359821Z,esp32,Outside,30.4409,50.27051,1009.35,25.36
,,1,2025-05-02T14:09:10.3786604Z,esp32,Outside,30.43081,50.29688,1009.351,25.39
,,1,2025-05-02T14:10:11.9219638Z,esp32,Outside,30.08135,50.27637,1009.393,25.4
,,1,2025-05-02T14:11:13.3637943Z,esp32,Outside,30.32643,50.28906,1009.364,25.4
,,1,2025-05-02T14:12:14.9084444Z,esp32,Outside,30.21044,50.23438,1009.377,25.44
,,1,2025-05-02T14:13:16.4467358Z,esp32,Outside,30.11211,50.17969,1009.389,25.47
,,1,2025-05-02T14:14:17.8410574Z,esp32,Outside,30.24776,50.21582,1009.373,25.49
,,1,2025-05-02T14:15:19.2218553Z,esp32,Outside,30.335,50.12598,1009.363,25.5
,,1,2025-05-02T14:16:20.7694797Z,esp32,Outside,30.62748,50.19824,1009.328,25.52
,,1,2025-05-02T14:17:22.204847Z,esp32,Outside,30.4177,50.10645,1009.353,25.53
,,1,2025-05-02T14:18:23.6446137Z,esp32,Outside,30.52965,50.07129,1009.339,25.53
,,1,2025-05-02T14:19:25.086269Z,esp32,Outside,30.62093,50.17578,1009.328,25.54
,,1,2025-05-02T14:20:26.6883868Z,esp32,Outside,30.6996,50.14258,1009.319,25.54
,,1,2025-05-02T14:21:28.3740247Z,esp32,Outside,30.71977,50.08496,1009.316,25.55
,,1,2025-05-02T14:22:29.9173146Z,esp32,Outside,30.56394,50.15527,1009.335,25.55
,,1,2025-05-02T14:23:31.459558Z,esp32,Outside,30.41467,50.10938,1009.353,25.56
,,1,2025-05-02T14:24:33.0016857Z,esp32,Outside,30.88972,50.12012,1009.296,25.56
,,1,2025-05-02T14:25:34.5422955Z,esp32,Outside,30.47821,50.12109,1009.345,25.56
,,1,2025-05-02T14:26:35.9848088Z,esp32,Outside,30.20237,50.62207,1009.378,25.61
,,1,2025-05-02T14:27:37.5243339Z,esp32,Outside,30.80499,50.4502,1009.306,25.61
,,1,2025-05-02T14:28:39.1710976Z,esp32,Outside,30.51553,50.2334,1009.341,25.63
,,1,2025-05-02T14:29:40.609946Z,esp32,Outside,30.26137,50.25684,1009.371,25.64
,,1,2025-05-02T14:30:42.1532048Z,esp32,Outside,29.98957,50.31641,1009.404,25.65
,,1,2025-05-02T14:31:43.5488101Z,esp32,Outside,30.13581,50.39551,1009.386,25.64
,,1,2025-05-02T14:32:45.2357271Z,esp32,Outside,30.19985,50.25781,1009.379,25.65
,,1,2025-05-02T14:33:47.0897975Z,esp32,Outside,30.27852,50.29297,1009.369,25.65
,,1,2025-05-02T14:34:48.6265225Z,esp32,Outside,30.32844,50.44238,1009.363,25.66
,,1,2025-05-02T14:35:50.0690447Z,esp32,Outside,30.74801,50.375,1009.313,25.67
,,1,2025-05-02T14:36:51.6128212Z,esp32,Outside,30.18825,50.2959,1009.38,25.68
,,1,2025-05-02T14:37:53.1540258Z,esp32,Outside,30.25633,50.30762,1009.372,25.68
,,1,2025-05-02T14:38:54.5966304Z,esp32,Outside,30.13984,50.41309,1009.386,25.7
,,1,2025-05-02T14:39:56.133955Z,esp32,Outside,29.74602,50.52051,1009.433,25.73
,,1,2025-05-02T14:40:57.5754715Z,esp32,Outside,30.01025,50.42969,1009.401,25.74
,,1,2025-05-02T14:41:59.1171794Z,esp32,Outside,29.93158,50.24805,1009.411,25.76
,,1,2025-05-02T14:43:00.4552129Z,esp32,Outside,29.87057,50.22559,1009.418,25.78
,,1,2025-05-02T14:44:01.8947026Z,esp32,Outside,29.43389,50.34277,1009.47,25.79
,,1,2025-05-02T14:45:03.7419832Z,esp32,Outside,29.27758,50.27441,1009.489,25.79
,,1,2025-05-02T14:46:05.2885885Z,esp32,Outside,29.82115,50.19434,1009.424,25.79
,,1,2025-05-02T14:47:06.72581Z,esp32,Outside,29.55541,50.27539,1009.456,25.81
,,1,2025-05-02T14:48:08.3715209Z,esp32,Outside,29.57104,50.6123,1009.454,25.82
,,1,2025-05-02T14:49:09.9143204Z,esp32,Outside,29.55491,50.4502,1009.456,25.83
,,1,2025-05-02T14:50:11.3533458Z,esp32,Outside,30.40106,50.34863,1009.355,25.85
,,1,2025-05-02T14:51:12.9993221Z,esp32,Outside,30.33348,50.29297,1009.363,25.86
,,1,2025-05-02T14:52:14.5398168Z,esp32,Outside,30.27297,50.43262,1009.37,25.87
,,1,2025-05-02T14:53:16.0854692Z,esp32,Outside,30.67993,50.50195,1009.321,25.87
,,1,2025-05-02T14:54:17.6528014Z,esp32,Outside,30.37584,50.39844,1009.358,25.88
,,1,2025-05-02T14:55:18.9614442Z,esp32,Outside,30.61588,50.85938,1009.329,25.88
,,1,2025-05-02T14:56:20.506358Z,esp32,Outside,30.43434,50.62891,1009.351,25.88
,,1,2025-05-02T14:57:22.0440394Z,esp32,Outside,30.72532,50.46582,1009.316,25.87
,,1,2025-05-02T14:58:23.6942636Z,esp32,Outside,30.65673,50.44238,1009.324,25.86
,,1,2025-05-02T14:59:25.3377179Z,esp32,Outside,31.00067,50.5332,1009.283,25.85
,,1,2025-05-02T15:00:26.9803587Z,esp32,Outside,31.59829,50.55664,1009.211,25.84
,,1,2025-05-02T15:01:28.7287941Z,esp32,Outside,31.50549,50.66016,1009.222,25.84
,,1,2025-05-02T15:02:30.3717138Z,esp32,Outside,31.83886,50.71777,1009.182,25.85
,,1,2025-05-02T15:03:31.915418Z,esp32,Outside,31.60787,50.69434,1009.21,25.84
,,1,2025-05-02T15:04:33.3217971Z,esp32,Outside,31.88778,50.71777,1009.177,25.84
,,1,2025-05-02T15:05:34.8985281Z,esp32,Outside,31.67596,50.84473,1009.202,25.85
,,1,2025-05-02T15:06:36.3373084Z,esp32,Outside,31.95436,50.79883,1009.169,25.85
,,1,2025-05-02T15:07:38.08379Z,esp32,Outside,32.13744,50.71973,1009.147,25.87
,,1,2025-05-02T15:08:39.7282147Z,esp32,Outside,32.44915,50.66309,1009.109,25.88
,,1,2025-05-02T15:09:41.2695369Z,esp32,Outside,32.62619,50.81445,1009.088,25.89
,,1,2025-05-02T15:10:42.812337Z,esp32,Outside,32.56112,50.72266,1009.096,25.89
,,1,2025-05-02T15:11:44.3547504Z,esp32,Outside,33.01911,50.73535,1009.041,25.9
,,1,2025-05-02T15:12:45.8993097Z,esp32,Outside,32.46125,50.875,1009.108,25.91
,,1,2025-05-02T15:13:47.2334299Z,esp32,Outside,32.93488,50.83008,1009.051,25.91
,,1,2025-05-02T15:14:48.8533707Z,esp32,Outside,32.76893,50.84277,1009.071,25.92
,,1,2025-05-02T15:15:50.3144616Z,esp32,Outside,32.55154,50.82031,1009.097,25.94
,,1,2025-05-02T15:16:51.8619459Z,esp32,Outside,32.49404,50.61426,1009.104,25.95
,,1,2025-05-02T15:17:53.3015519Z,esp32,Outside,32.20805,50.91602,1009.138,25.96
,,1,2025-05-02T15:18:54.7411149Z,esp32,Outside,32.27766,50.88086,1009.13,25.97
,,1,2025-05-02T15:19:56.2810418Z,esp32,Outside,31.9816,50.90625,1009.165,25.98
,,1,2025-05-02T15:20:57.8244724Z,esp32,Outside,32.98229,50.83691,1009.046,25.98
,,1,2025-05-02T15:21:59.3663247Z,esp32,Outside,32.88292,50.80469,1009.057,26
,,1,2025-05-02T15:23:00.9928478Z,esp32,Outside,33.01104,50.70117,1009.042,26
,,1,2025-05-02T15:24:02.5672204Z,esp32,Outside,33.33538,50.88574,1009.003,26.01
,,1,2025-05-02T15:25:03.7904847Z,esp32,Outside,32.81533,50.81738,1009.066,26.01
,,1,2025-05-02T15:26:05.3306125Z,esp32,Outside,32.85921,50.75977,1009.06,26.01
,,1,2025-05-02T15:27:06.8755952Z,esp32,Outside,33.42164,50.8291,1008.993,26.02
,,1,2025-05-02T15:28:08.4154557Z,esp32,Outside,32.9268,50.72559,1009.052,26.02
,,1,2025-05-02T15:29:10.0671145Z,esp32,Outside,33.08469,50.92383,1009.033,26.03
,,1,2025-05-02T15:30:11.5014489Z,esp32,Outside,33.02869,51.40918,1009.04,26.04
,,1,2025-05-02T15:31:13.0412447Z,esp32,Outside,33.68041,51.2627,1008.962,26.07
,,1,2025-05-02T15:32:14.5838072Z,esp32,Outside,32.72303,51.24316,1009.077,26.11
,,1,2025-05-02T15:33:16.0243796Z,esp32,Outside,33.27283,51.32715,1009.011,26.13
,,1,2025-05-02T15:34:17.5700802Z,esp32,Outside,33.14925,51.14355,1009.026,26.15
,,1,2025-05-02T15:35:19.1102144Z,esp32,Outside,33.49831,51.20313,1008.984,26.16
,,1,2025-05-02T15:36:20.6501438Z,esp32,Outside,33.51294,51.2959,1008.982,26.16
,,1,2025-05-02T15:37:22.090525Z,esp32,Outside,33.47813,51.19141,1008.986,26.16
,,1,2025-05-02T15:38:23.6334779Z,esp32,Outside,33.24055,51.41113,1009.015,26.17
,,1,2025-05-02T15:39:25.0730326Z,esp32,Outside,33.34396,51.48047,1009.002,26.17
,,1,2025-05-02T15:40:26.9220278Z,esp32,Outside,33.58457,51.51563,1008.974,26.17
,,1,2025-05-02T15:41:28.3628769Z,esp32,Outside,33.77071,51.62988,1008.951,26.17
,,1,2025-05-02T15:42:29.9035933Z,esp32,Outside,33.8489,51.6084,1008.942,26.17
,,1,2025-05-02T15:43:31.3486826Z,esp32,Outside,33.32933,51.68945,1009.004,26.17
,,1,2025-05-02T15:44:32.8848185Z,esp32,Outside,33.15379,51.65527,1009.025,26.18
,,1,2025-05-02T15:45:34.3263289Z,esp32,Outside,33.66225,51.8291,1008.964,26.19
,,1,2025-05-02T15:46:36.0720134Z,esp32,Outside,33.55884,51.70508,1008.977,26.21
,,1,2025-05-02T15:47:37.6171802Z,esp32,Outside,33.94827,51.72656,1008.93,26.2
,,1,2025-05-02T15:48:39.1567695Z,esp32,Outside,34.52589,51.48633,1008.861,26.22
,,1,2025-05-02T15:49:40.7017903Z,esp32,Outside,34.69287,51.72852,1008.841,26.22
,,1,2025-05-02T15:50:42.2541486Z,esp32,Outside,34.47039,51.83398,1008.867,26.23
,,1,2025-05-02T15:51:43.4766545Z,esp32,Outside,34.54506,51.89258,1008.859,26.24
,,1,2025-05-02T15:52:45.0189852Z,esp32,Outside,34.15157,51.98438,1008.906,26.23
,,1,2025-05-02T15:53:46.5657503Z,esp32,Outside,34.369,51.95117,1008.88,26.25
,,1,2025-05-02T15:54:48.2071336Z,esp32,Outside,34.27516,51.84961,1008.891,26.26
,,1,2025-05-02T15:55:49.6477306Z,esp32,Outside,33.81712,51.65332,1008.946,26.27
,,1,2025-05-02T15:56:51.0861939Z,esp32,Outside,34.12181,51.91992,1008.909,26.27
,,1,2025-05-02T15:57:52.52685Z,esp32,Outside,34.03453,51.94434,1008.92,26.29
,,1,2025-05-02T15:58:54.1705054Z,esp32,Outside,34.07237,52.09473,1008.915,26.29
,,1,2025-05-02T15:59:55.7169265Z,esp32,Outside,34.57886,52.03809,1008.855,26.3
,,1,2025-05-02T16:00:57.3579593Z,esp32,Outside,34.22118,52.08398,1008.897,26.31
,,1,2025-05-02T16:01:58.7986935Z,esp32,Outside,34.22875,52.02832,1008.896,26.32
,,1,2025-05-02T16:03:00.548432Z,esp32,Outside,35.02382,52.0166,1008.801,26.32
,,1,2025-05-02T16:04:01.9890038Z,esp32,Outside,34.58138,51.8584,1008.854,26.34
,,1,2025-05-02T16:05:03.4249873Z,esp32,Outside,34.30745,52.23926,1008.887,26.35
,,1,2025-05-02T16:06:04.9664278Z,esp32,Outside,34.44467,52.33301,1008.871,26.36
,,1,2025-05-02T16:07:06.6113506Z,esp32,Outside,35.30837,51.97656,1008.767,26.37
,,1,2025-05-02T16:08:08.0520525Z,esp32,Outside,35.5687,51.9873,1008.736,26.37
,,1,2025-05-02T16:09:09.4916852Z,esp32,Outside,35.18426,52.21973,1008.782,26.38
,,1,2025-05-02T16:10:11.2403056Z,esp32,Outside,35.41179,52.00195,1008.755,26.39
,,1,2025-05-02T16:11:12.6806074Z,esp32,Outside,35.60099,52.25586,1008.732,26.4
,,1,2025-05-02T16:12:14.2201453Z,esp32,Outside,35.48445,52.02637,1008.746,26.41
,,1,2025-05-02T16:13:15.7630717Z,esp32,Outside,35.48495,52.27051,1008.746,26.41
,,1,2025-05-02T16:14:17.2061731Z,esp32,Outside,34.80588,52.4209,1008.827,26.42
,,1,2025-05-02T16:15:18.7448913Z,esp32,Outside,35.33511,52.04199,1008.764,26.44
,,1,2025-05-02T16:16:20.0832922Z,esp32,Outside,35.61159,52.05469,1008.731,26.45
,,1,2025-05-02T16:17:21.4231169Z,esp32,Outside,35.85175,52.36621,1008.702,26.45
,,1,2025-05-02T16:18:23.0653426Z,esp32,Outside,35.82551,52.29785,1008.705,26.46
,,1,2025-05-02T16:19:24.5072024Z,esp32,Outside,36.20998,52.24121,1008.659,26.47
,,1,2025-05-02T16:20:26.046385Z,esp32,Outside,36.02935,52.3584,1008.681,26.48
